Subject,Predicate,Object
Dr. Horrible's Sing-Along Blog,HAS_GENRE,Documentary
Documentary,GENRE_OF,Dr. Horrible's Sing-Along Blog
Dr. Horrible's Sing-Along Blog,HAS_GENRE,Comedy
Comedy,GENRE_OF,Dr. Horrible's Sing-Along Blog
Dr. Horrible's Sing-Along Blog,HAS_CAST,Neil Patrick Harris
Neil Patrick Harris,CAST_IN,Dr. Horrible's Sing-Along Blog
The Thin Blue Line,HAS_GENRE,Crime
Crime,GENRE_OF,The Thin Blue Line
The Thin Blue Line,HAS_GENRE,Documentary
Documentary,GENRE_OF,The Thin Blue Line
The Thin Blue Line,HAS_DIRECTOR,Errol Morris
Errol Morris,DIRECTED,The Thin Blue Line
The Thin Blue Line,HAS_WRITER,Errol Morris
Errol Morris,WROTE,The Thin Blue Line
Oceans,HAS_GENRE,Documentary
Documentary,GENRE_OF,Oceans
Oceans,HAS_GENRE,Family
Family,GENRE_OF,Oceans
Oceans,HAS_CAST,Pierce Brosnan
Pierce Brosnan,CAST_IN,Oceans
Old School,HAS_GENRE,Comedy
Comedy,GENRE_OF,Old School
Old School,HAS_CAST,Luke Wilson
Luke Wilson,CAST_IN,Old School
Old School,HAS_CAST,Will Ferrell
Will Ferrell,CAST_IN,Old School
Old School,HAS_CAST,Vince Vaughn
Vince Vaughn,CAST_IN,Old School
Old School,HAS_CAST,Jeremy Piven
Jeremy Piven,CAST_IN,Old School
Hawking,HAS_GENRE,Documentary
Documentary,GENRE_OF,Hawking
Hellraiser: Inferno,HAS_GENRE,Horror
Horror,GENRE_OF,Hellraiser: Inferno
Hellraiser: Inferno,HAS_GENRE,Thriller
Thriller,GENRE_OF,Hellraiser: Inferno
Hellraiser: Inferno,HAS_GENRE,Mystery
Mystery,GENRE_OF,Hellraiser: Inferno
Stop-Loss,HAS_GENRE,Drama
Drama,GENRE_OF,Stop-Loss
Stop-Loss,HAS_GENRE,War
War,GENRE_OF,Stop-Loss
Stop-Loss,HAS_CAST,Abbie Cornish
Abbie Cornish,CAST_IN,Stop-Loss
Stop-Loss,HAS_CAST,Joseph Gordon-Levitt
Joseph Gordon-Levitt,CAST_IN,Stop-Loss
Stop-Loss,HAS_CAST,Channing Tatum
Channing Tatum,CAST_IN,Stop-Loss
Snake Eyes,HAS_GENRE,Thriller
Thriller,GENRE_OF,Snake Eyes
Snake Eyes,HAS_GENRE,Crime
Crime,GENRE_OF,Snake Eyes
Snake Eyes,HAS_GENRE,Mystery
Mystery,GENRE_OF,Snake Eyes
Snake Eyes,HAS_CAST,Nicolas Cage
Nicolas Cage,CAST_IN,Snake Eyes
Eragon,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Eragon
Eragon,HAS_GENRE,Action
Action,GENRE_OF,Eragon
Eragon,HAS_GENRE,Adventure
Adventure,GENRE_OF,Eragon
Eragon,HAS_GENRE,Family
Family,GENRE_OF,Eragon
Eragon,HAS_CAST,Jeremy Irons
Jeremy Irons,CAST_IN,Eragon
Kick-Ass,HAS_GENRE,Action
Action,GENRE_OF,Kick-Ass
Kick-Ass,HAS_GENRE,Crime
Crime,GENRE_OF,Kick-Ass
Kick-Ass,HAS_CAST,Nicolas Cage
Nicolas Cage,CAST_IN,Kick-Ass
Breathe,HAS_GENRE,Drama
Drama,GENRE_OF,Breathe
Breathe,HAS_GENRE,Romance
Romance,GENRE_OF,Breathe
Breathe,HAS_CAST,Andrew Garfield
Andrew Garfield,CAST_IN,Breathe
The Hurt Locker,HAS_GENRE,Drama
Drama,GENRE_OF,The Hurt Locker
The Hurt Locker,HAS_GENRE,Thriller
Thriller,GENRE_OF,The Hurt Locker
The Hurt Locker,HAS_GENRE,War
War,GENRE_OF,The Hurt Locker
The Hurt Locker,HAS_CAST,Jeremy Renner
Jeremy Renner,CAST_IN,The Hurt Locker
The Hurt Locker,HAS_CAST,Guy Pearce
Guy Pearce,CAST_IN,The Hurt Locker
City of Ember,HAS_GENRE,Adventure
Adventure,GENRE_OF,City of Ember
City of Ember,HAS_GENRE,Family
Family,GENRE_OF,City of Ember
City of Ember,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,City of Ember
City of Ember,HAS_CAST,Saoirse Ronan
Saoirse Ronan,CAST_IN,City of Ember
City of Ember,HAS_CAST,Bill Murray
Bill Murray,CAST_IN,City of Ember
City of Ember,HAS_CAST,Tim Robbins
Tim Robbins,CAST_IN,City of Ember
Still Alice,HAS_GENRE,Drama
Drama,GENRE_OF,Still Alice
Still Alice,HAS_CAST,Julianne Moore
Julianne Moore,CAST_IN,Still Alice
Still Alice,HAS_CAST,Alec Baldwin
Alec Baldwin,CAST_IN,Still Alice
Still Alice,HAS_CAST,Kristen Stewart
Kristen Stewart,CAST_IN,Still Alice
Still Alice,HAS_CAST,Kate Bosworth
Kate Bosworth,CAST_IN,Still Alice
Seven Seconds,HAS_GENRE,misc
misc,GENRE_OF,Seven Seconds
12 Strong,HAS_GENRE,War
War,GENRE_OF,12 Strong
12 Strong,HAS_GENRE,Drama
Drama,GENRE_OF,12 Strong
12 Strong,HAS_GENRE,Action
Action,GENRE_OF,12 Strong
12 Strong,HAS_GENRE,History
History,GENRE_OF,12 Strong
12 Strong,HAS_CAST,Chris Hemsworth
Chris Hemsworth,CAST_IN,12 Strong
Sleepless in Seattle,HAS_GENRE,Comedy
Comedy,GENRE_OF,Sleepless in Seattle
Sleepless in Seattle,HAS_GENRE,Drama
Drama,GENRE_OF,Sleepless in Seattle
Sleepless in Seattle,HAS_GENRE,Romance
Romance,GENRE_OF,Sleepless in Seattle
Sleepless in Seattle,HAS_CAST,Tom Hanks
Tom Hanks,CAST_IN,Sleepless in Seattle
Sleepless in Seattle,HAS_CAST,Meg Ryan
Meg Ryan,CAST_IN,Sleepless in Seattle
Trick or Treat,HAS_GENRE,Horror
Horror,GENRE_OF,Trick or Treat
Trick or Treat,HAS_GENRE,Mystery
Mystery,GENRE_OF,Trick or Treat
Night of the Living Dead,HAS_GENRE,Horror
Horror,GENRE_OF,Night of the Living Dead
The Witness,HAS_GENRE,Family
Family,GENRE_OF,The Witness
The Witness,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Witness
The Witness,HAS_GENRE,Action
Action,GENRE_OF,The Witness
A Tale of Two Sisters,HAS_GENRE,Drama
Drama,GENRE_OF,A Tale of Two Sisters
A Tale of Two Sisters,HAS_GENRE,Horror
Horror,GENRE_OF,A Tale of Two Sisters
A Tale of Two Sisters,HAS_GENRE,Mystery
Mystery,GENRE_OF,A Tale of Two Sisters
A Tale of Two Sisters,HAS_CAST,Lim Soo-jung
Lim Soo-jung,CAST_IN,A Tale of Two Sisters
I.T.,HAS_GENRE,Thriller
Thriller,GENRE_OF,I.T.
I.T.,HAS_CAST,Pierce Brosnan
Pierce Brosnan,CAST_IN,I.T.
I.T.,HAS_CAST,Michael Nyqvist
Michael Nyqvist,CAST_IN,I.T.
The Parent Trap,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Parent Trap
The Parent Trap,HAS_GENRE,Family
Family,GENRE_OF,The Parent Trap
The Parent Trap,HAS_CAST,Lindsay Lohan
Lindsay Lohan,CAST_IN,The Parent Trap
The Parent Trap,HAS_CAST,Dennis Quaid
Dennis Quaid,CAST_IN,The Parent Trap
She's the One,HAS_GENRE,Drama
Drama,GENRE_OF,She's the One
She's the One,HAS_GENRE,Romance
Romance,GENRE_OF,She's the One
The Merchant of Venice,HAS_GENRE,Drama
Drama,GENRE_OF,The Merchant of Venice
The Merchant of Venice,HAS_GENRE,Romance
Romance,GENRE_OF,The Merchant of Venice
The Merchant of Venice,HAS_CAST,Al Pacino
Al Pacino,CAST_IN,The Merchant of Venice
The Merchant of Venice,HAS_CAST,Jeremy Irons
Jeremy Irons,CAST_IN,The Merchant of Venice
The Merchant of Venice,HAS_CAST,Joseph Fiennes
Joseph Fiennes,CAST_IN,The Merchant of Venice
Blast from the Past,HAS_GENRE,Drama
Drama,GENRE_OF,Blast from the Past
Blast from the Past,HAS_GENRE,Romance
Romance,GENRE_OF,Blast from the Past
Blast from the Past,HAS_GENRE,Comedy
Comedy,GENRE_OF,Blast from the Past
Blast from the Past,HAS_CAST,Christopher Walken
Christopher Walken,CAST_IN,Blast from the Past
The Shawshank Redemption,HAS_GENRE,Drama
Drama,GENRE_OF,The Shawshank Redemption
The Shawshank Redemption,HAS_GENRE,Crime
Crime,GENRE_OF,The Shawshank Redemption
The Shawshank Redemption,HAS_CAST,Tim Robbins
Tim Robbins,CAST_IN,The Shawshank Redemption
The Shawshank Redemption,HAS_CAST,Morgan Freeman
Morgan Freeman,CAST_IN,The Shawshank Redemption
Death Note,HAS_GENRE,Crime
Crime,GENRE_OF,Death Note
Death Note,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Death Note
Death Note,HAS_GENRE,Horror
Horror,GENRE_OF,Death Note
Death Note,HAS_GENRE,Thriller
Thriller,GENRE_OF,Death Note
Death Note,HAS_CAST,Willem Dafoe
Willem Dafoe,CAST_IN,Death Note
Spy Game,HAS_GENRE,Action
Action,GENRE_OF,Spy Game
Spy Game,HAS_GENRE,Crime
Crime,GENRE_OF,Spy Game
Spy Game,HAS_GENRE,Thriller
Thriller,GENRE_OF,Spy Game
Spy Game,HAS_CAST,Robert Redford
Robert Redford,CAST_IN,Spy Game
Spy Game,HAS_CAST,Brad Pitt
Brad Pitt,CAST_IN,Spy Game
Spy Game,HAS_DIRECTOR,Tony Scott
Tony Scott,DIRECTED,Spy Game
Dirty Work,HAS_GENRE,Comedy
Comedy,GENRE_OF,Dirty Work
Dirty Work,HAS_CAST,Artie Lange
Artie Lange,CAST_IN,Dirty Work
The Accountant,HAS_GENRE,Crime
Crime,GENRE_OF,The Accountant
The Accountant,HAS_GENRE,Thriller
Thriller,GENRE_OF,The Accountant
The Accountant,HAS_GENRE,Drama
Drama,GENRE_OF,The Accountant
The Accountant,HAS_CAST,Ben Affleck
Ben Affleck,CAST_IN,The Accountant
The Accountant,HAS_CAST,Anna Kendrick
Anna Kendrick,CAST_IN,The Accountant
Dragonheart,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Dragonheart
Dragonheart,HAS_GENRE,Action
Action,GENRE_OF,Dragonheart
Dragonheart,HAS_GENRE,Adventure
Adventure,GENRE_OF,Dragonheart
Dragonheart,HAS_GENRE,Drama
Drama,GENRE_OF,Dragonheart
Dragonheart,HAS_CAST,Dennis Quaid
Dennis Quaid,CAST_IN,Dragonheart
Dragonheart,HAS_CAST,Sean Connery
Sean Connery,CAST_IN,Dragonheart
Ant-Man,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Ant-Man
Ant-Man,HAS_GENRE,Action
Action,GENRE_OF,Ant-Man
Ant-Man,HAS_GENRE,Adventure
Adventure,GENRE_OF,Ant-Man
Ant-Man,HAS_CAST,Paul Rudd
Paul Rudd,CAST_IN,Ant-Man
Ant-Man,HAS_CAST,Michael Douglas
Michael Douglas,CAST_IN,Ant-Man
Ant-Man,HAS_CAST,Bobby Cannavale
Bobby Cannavale,CAST_IN,Ant-Man
Avengers: Infinity War,HAS_GENRE,Adventure
Adventure,GENRE_OF,Avengers: Infinity War
Avengers: Infinity War,HAS_GENRE,Action
Action,GENRE_OF,Avengers: Infinity War
Avengers: Infinity War,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Avengers: Infinity War
Avengers: Infinity War,HAS_CAST,Robert Downey Jr.
Robert Downey Jr.,CAST_IN,Avengers: Infinity War
Avengers: Infinity War,HAS_CAST,Chris Hemsworth
Chris Hemsworth,CAST_IN,Avengers: Infinity War
Avengers: Infinity War,HAS_CAST,Mark Ruffalo
Mark Ruffalo,CAST_IN,Avengers: Infinity War
Avengers: Infinity War,HAS_CAST,Chris Evans
Chris Evans,CAST_IN,Avengers: Infinity War
Avengers: Infinity War,HAS_CAST,Scarlett Johansson
Scarlett Johansson,CAST_IN,Avengers: Infinity War
Gandhi,HAS_GENRE,Drama
Drama,GENRE_OF,Gandhi
Gandhi,HAS_GENRE,History
History,GENRE_OF,Gandhi
Gandhi,HAS_CAST,Ben Kingsley
Ben Kingsley,CAST_IN,Gandhi
The Adjustment Bureau,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,The Adjustment Bureau
The Adjustment Bureau,HAS_GENRE,Thriller
Thriller,GENRE_OF,The Adjustment Bureau
The Adjustment Bureau,HAS_GENRE,Romance
Romance,GENRE_OF,The Adjustment Bureau
The Adjustment Bureau,HAS_CAST,Matt Damon
Matt Damon,CAST_IN,The Adjustment Bureau
The Adjustment Bureau,HAS_CAST,Emily Blunt
Emily Blunt,CAST_IN,The Adjustment Bureau
Scary Movie 5,HAS_GENRE,Comedy
Comedy,GENRE_OF,Scary Movie 5
Midnight Sun,HAS_GENRE,Romance
Romance,GENRE_OF,Midnight Sun
Midnight Sun,HAS_GENRE,Drama
Drama,GENRE_OF,Midnight Sun
Midnight Sun,HAS_CAST,Bella Thorne
Bella Thorne,CAST_IN,Midnight Sun
Midnight Sun,HAS_CAST,Patrick Schwarzenegger
Patrick Schwarzenegger,CAST_IN,Midnight Sun
Midnight Sun,HAS_CAST,Rob Riggle
Rob Riggle,CAST_IN,Midnight Sun
Ride,HAS_GENRE,Drama
Drama,GENRE_OF,Ride
Ride,HAS_GENRE,Comedy
Comedy,GENRE_OF,Ride
Ride,HAS_GENRE,Romance
Romance,GENRE_OF,Ride
Ride,HAS_CAST,Helen Hunt
Helen Hunt,CAST_IN,Ride
Ride,HAS_CAST,Luke Wilson
Luke Wilson,CAST_IN,Ride
Ride,HAS_DIRECTOR,Helen Hunt
Helen Hunt,DIRECTED,Ride
The Number 23,HAS_GENRE,Thriller
Thriller,GENRE_OF,The Number 23
The Number 23,HAS_GENRE,Mystery
Mystery,GENRE_OF,The Number 23
The Number 23,HAS_GENRE,Crime
Crime,GENRE_OF,The Number 23
The Number 23,HAS_CAST,Jim Carrey
Jim Carrey,CAST_IN,The Number 23
The Number 23,HAS_CAST,Danny Huston
Danny Huston,CAST_IN,The Number 23
Seal Team Six: The Raid on Osama Bin Laden,HAS_GENRE,Thriller
Thriller,GENRE_OF,Seal Team Six: The Raid on Osama Bin Laden
Seal Team Six: The Raid on Osama Bin Laden,HAS_GENRE,Action
Action,GENRE_OF,Seal Team Six: The Raid on Osama Bin Laden
Seal Team Six: The Raid on Osama Bin Laden,HAS_GENRE,Crime
Crime,GENRE_OF,Seal Team Six: The Raid on Osama Bin Laden
Seal Team Six: The Raid on Osama Bin Laden,HAS_GENRE,Drama
Drama,GENRE_OF,Seal Team Six: The Raid on Osama Bin Laden
Rolling Thunder,HAS_GENRE,Action
Action,GENRE_OF,Rolling Thunder
Rolling Thunder,HAS_GENRE,Crime
Crime,GENRE_OF,Rolling Thunder
Rolling Thunder,HAS_GENRE,Drama
Drama,GENRE_OF,Rolling Thunder
Rolling Thunder,HAS_GENRE,Thriller
Thriller,GENRE_OF,Rolling Thunder
Rolling Thunder,HAS_CAST,Tommy Lee Jones
Tommy Lee Jones,CAST_IN,Rolling Thunder
Evil Dead,HAS_GENRE,Horror
Horror,GENRE_OF,Evil Dead
Domestic Disturbance,HAS_GENRE,Thriller
Thriller,GENRE_OF,Domestic Disturbance
Domestic Disturbance,HAS_GENRE,Crime
Crime,GENRE_OF,Domestic Disturbance
Domestic Disturbance,HAS_GENRE,Mystery
Mystery,GENRE_OF,Domestic Disturbance
Domestic Disturbance,HAS_CAST,John Travolta
John Travolta,CAST_IN,Domestic Disturbance
Domestic Disturbance,HAS_CAST,Vince Vaughn
Vince Vaughn,CAST_IN,Domestic Disturbance
Australia,HAS_GENRE,Adventure
Adventure,GENRE_OF,Australia
Australia,HAS_GENRE,Romance
Romance,GENRE_OF,Australia
Australia,HAS_GENRE,Drama
Drama,GENRE_OF,Australia
Australia,HAS_CAST,Nicole Kidman
Nicole Kidman,CAST_IN,Australia
Australia,HAS_CAST,Hugh Jackman
Hugh Jackman,CAST_IN,Australia
Australia,HAS_CAST,Essie Davis
Essie Davis,CAST_IN,Australia
In Good Company,HAS_GENRE,Comedy
Comedy,GENRE_OF,In Good Company
In Good Company,HAS_GENRE,Drama
Drama,GENRE_OF,In Good Company
In Good Company,HAS_GENRE,Romance
Romance,GENRE_OF,In Good Company
In Good Company,HAS_CAST,Dennis Quaid
Dennis Quaid,CAST_IN,In Good Company
In Good Company,HAS_CAST,Topher Grace
Topher Grace,CAST_IN,In Good Company
In Good Company,HAS_CAST,Scarlett Johansson
Scarlett Johansson,CAST_IN,In Good Company
Animal Crackers,HAS_GENRE,Comedy
Comedy,GENRE_OF,Animal Crackers
Animal Crackers,HAS_GENRE,Animation
Animation,GENRE_OF,Animal Crackers
Animal Crackers,HAS_GENRE,Adventure
Adventure,GENRE_OF,Animal Crackers
Animal Crackers,HAS_CAST,Emily Blunt
Emily Blunt,CAST_IN,Animal Crackers
Animal Crackers,HAS_CAST,Sylvester Stallone
Sylvester Stallone,CAST_IN,Animal Crackers
King of New York,HAS_GENRE,Thriller
Thriller,GENRE_OF,King of New York
King of New York,HAS_GENRE,Crime
Crime,GENRE_OF,King of New York
King of New York,HAS_CAST,Christopher Walken
Christopher Walken,CAST_IN,King of New York
King of New York,HAS_CAST,Laurence Fishburne
Laurence Fishburne,CAST_IN,King of New York
King of New York,HAS_CAST,Wesley Snipes
Wesley Snipes,CAST_IN,King of New York
Out of Africa,HAS_GENRE,History
History,GENRE_OF,Out of Africa
Out of Africa,HAS_GENRE,Romance
Romance,GENRE_OF,Out of Africa
Out of Africa,HAS_GENRE,Drama
Drama,GENRE_OF,Out of Africa
Out of Africa,HAS_CAST,Robert Redford
Robert Redford,CAST_IN,Out of Africa
Out of Africa,HAS_CAST,Meryl Streep
Meryl Streep,CAST_IN,Out of Africa
Rebel Without a Cause,HAS_GENRE,Drama
Drama,GENRE_OF,Rebel Without a Cause
Rebel Without a Cause,HAS_CAST,James Dean
James Dean,CAST_IN,Rebel Without a Cause
The King's Speech,HAS_GENRE,Drama
Drama,GENRE_OF,The King's Speech
The King's Speech,HAS_GENRE,History
History,GENRE_OF,The King's Speech
The King's Speech,HAS_CAST,Colin Firth
Colin Firth,CAST_IN,The King's Speech
The King's Speech,HAS_CAST,Guy Pearce
Guy Pearce,CAST_IN,The King's Speech
The Nutty Professor,HAS_GENRE,Animation
Animation,GENRE_OF,The Nutty Professor
The Nutty Professor,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Nutty Professor
The Nutty Professor,HAS_GENRE,Family
Family,GENRE_OF,The Nutty Professor
The Nutty Professor,HAS_CAST,Jerry Lewis
Jerry Lewis,CAST_IN,The Nutty Professor
Lake Placid,HAS_GENRE,Horror
Horror,GENRE_OF,Lake Placid
Lake Placid,HAS_GENRE,Comedy
Comedy,GENRE_OF,Lake Placid
Lake Placid,HAS_GENRE,Action
Action,GENRE_OF,Lake Placid
Lake Placid,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Lake Placid
Lake Placid,HAS_GENRE,Thriller
Thriller,GENRE_OF,Lake Placid
Lake Placid,HAS_CAST,Betty White
Betty White,CAST_IN,Lake Placid
Knight and Day,HAS_GENRE,Action
Action,GENRE_OF,Knight and Day
Knight and Day,HAS_GENRE,Comedy
Comedy,GENRE_OF,Knight and Day
Knight and Day,HAS_CAST,Tom Cruise
Tom Cruise,CAST_IN,Knight and Day
Knight and Day,HAS_CAST,Cameron Diaz
Cameron Diaz,CAST_IN,Knight and Day
Knight and Day,HAS_CAST,Viola Davis
Viola Davis,CAST_IN,Knight and Day
Knight and Day,HAS_DIRECTOR,James Mangold
James Mangold,DIRECTED,Knight and Day
Just Friends,HAS_GENRE,Comedy
Comedy,GENRE_OF,Just Friends
Just Friends,HAS_GENRE,Romance
Romance,GENRE_OF,Just Friends
Just Friends,HAS_CAST,Ryan Reynolds
Ryan Reynolds,CAST_IN,Just Friends
Exit Through the Gift Shop,HAS_GENRE,Documentary
Documentary,GENRE_OF,Exit Through the Gift Shop
Cowboy Bebop: The Movie,HAS_GENRE,Action
Action,GENRE_OF,Cowboy Bebop: The Movie
Cowboy Bebop: The Movie,HAS_GENRE,Animation
Animation,GENRE_OF,Cowboy Bebop: The Movie
Cowboy Bebop: The Movie,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Cowboy Bebop: The Movie
Paul Blart: Mall Cop,HAS_GENRE,Action
Action,GENRE_OF,Paul Blart: Mall Cop
Paul Blart: Mall Cop,HAS_GENRE,Adventure
Adventure,GENRE_OF,Paul Blart: Mall Cop
Paul Blart: Mall Cop,HAS_GENRE,Comedy
Comedy,GENRE_OF,Paul Blart: Mall Cop
Paul Blart: Mall Cop,HAS_GENRE,Family
Family,GENRE_OF,Paul Blart: Mall Cop
Paul Blart: Mall Cop,HAS_CAST,Kevin James
Kevin James,CAST_IN,Paul Blart: Mall Cop
The Little Hours,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Little Hours
The Little Hours,HAS_CAST,Aubrey Plaza
Aubrey Plaza,CAST_IN,The Little Hours
The Age of Adaline,HAS_GENRE,Romance
Romance,GENRE_OF,The Age of Adaline
The Age of Adaline,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,The Age of Adaline
The Age of Adaline,HAS_GENRE,Drama
Drama,GENRE_OF,The Age of Adaline
The Age of Adaline,HAS_CAST,Blake Lively
Blake Lively,CAST_IN,The Age of Adaline
The Age of Adaline,HAS_CAST,Harrison Ford
Harrison Ford,CAST_IN,The Age of Adaline
The Snowman,HAS_GENRE,Crime
Crime,GENRE_OF,The Snowman
The Snowman,HAS_GENRE,Thriller
Thriller,GENRE_OF,The Snowman
The Snowman,HAS_CAST,Michael Fassbender
Michael Fassbender,CAST_IN,The Snowman
The Snowman,HAS_CAST,Val Kilmer
Val Kilmer,CAST_IN,The Snowman
Red Planet,HAS_GENRE,Thriller
Thriller,GENRE_OF,Red Planet
Red Planet,HAS_GENRE,Action
Action,GENRE_OF,Red Planet
Red Planet,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Red Planet
Red Planet,HAS_CAST,Val Kilmer
Val Kilmer,CAST_IN,Red Planet
Ice Age: The Meltdown,HAS_GENRE,Animation
Animation,GENRE_OF,Ice Age: The Meltdown
Ice Age: The Meltdown,HAS_GENRE,Family
Family,GENRE_OF,Ice Age: The Meltdown
Ice Age: The Meltdown,HAS_GENRE,Comedy
Comedy,GENRE_OF,Ice Age: The Meltdown
Ice Age: The Meltdown,HAS_GENRE,Adventure
Adventure,GENRE_OF,Ice Age: The Meltdown
Ice Age: The Meltdown,HAS_CAST,Ray Romano
Ray Romano,CAST_IN,Ice Age: The Meltdown
Ice Age: The Meltdown,HAS_CAST,Queen Latifah
Queen Latifah,CAST_IN,Ice Age: The Meltdown
Night Monster,HAS_GENRE,Horror
Horror,GENRE_OF,Night Monster
Night Monster,HAS_GENRE,Mystery
Mystery,GENRE_OF,Night Monster
Night Monster,HAS_GENRE,Thriller
Thriller,GENRE_OF,Night Monster
Red Dust,HAS_GENRE,Drama
Drama,GENRE_OF,Red Dust
Red Dust,HAS_CAST,Chiwetel Ejiofor
Chiwetel Ejiofor,CAST_IN,Red Dust
Red Dust,HAS_CAST,Hilary Swank
Hilary Swank,CAST_IN,Red Dust
Resident Evil: Apocalypse,HAS_GENRE,Horror
Horror,GENRE_OF,Resident Evil: Apocalypse
Resident Evil: Apocalypse,HAS_GENRE,Action
Action,GENRE_OF,Resident Evil: Apocalypse
Resident Evil: Apocalypse,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Resident Evil: Apocalypse
Resident Evil: Apocalypse,HAS_CAST,Milla Jovovich
Milla Jovovich,CAST_IN,Resident Evil: Apocalypse
Garfield: The Movie,HAS_GENRE,Animation
Animation,GENRE_OF,Garfield: The Movie
Garfield: The Movie,HAS_GENRE,Comedy
Comedy,GENRE_OF,Garfield: The Movie
Garfield: The Movie,HAS_GENRE,Family
Family,GENRE_OF,Garfield: The Movie
Garfield: The Movie,HAS_CAST,Bill Murray
Bill Murray,CAST_IN,Garfield: The Movie
Garfield: The Movie,HAS_CAST,Jennifer Love Hewitt
Jennifer Love Hewitt,CAST_IN,Garfield: The Movie
Girl with a Pearl Earring,HAS_GENRE,Drama
Drama,GENRE_OF,Girl with a Pearl Earring
Girl with a Pearl Earring,HAS_GENRE,Romance
Romance,GENRE_OF,Girl with a Pearl Earring
Girl with a Pearl Earring,HAS_CAST,Scarlett Johansson
Scarlett Johansson,CAST_IN,Girl with a Pearl Earring
Girl with a Pearl Earring,HAS_CAST,Colin Firth
Colin Firth,CAST_IN,Girl with a Pearl Earring
The Nun's Story,HAS_GENRE,Drama
Drama,GENRE_OF,The Nun's Story
The Nun's Story,HAS_CAST,Audrey Hepburn
Audrey Hepburn,CAST_IN,The Nun's Story
Football,HAS_GENRE,misc
misc,GENRE_OF,Football
Things to Do in Denver When You're Dead,HAS_GENRE,Drama
Drama,GENRE_OF,Things to Do in Denver When You're Dead
Things to Do in Denver When You're Dead,HAS_GENRE,Crime
Crime,GENRE_OF,Things to Do in Denver When You're Dead
Monsters vs. Aliens,HAS_GENRE,Animation
Animation,GENRE_OF,Monsters vs. Aliens
Monsters vs. Aliens,HAS_GENRE,Family
Family,GENRE_OF,Monsters vs. Aliens
Monsters vs. Aliens,HAS_GENRE,Adventure
Adventure,GENRE_OF,Monsters vs. Aliens
Monsters vs. Aliens,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Monsters vs. Aliens
Monsters vs. Aliens,HAS_CAST,Reese Witherspoon
Reese Witherspoon,CAST_IN,Monsters vs. Aliens
Monsters vs. Aliens,HAS_CAST,Seth Rogen
Seth Rogen,CAST_IN,Monsters vs. Aliens
Monsters vs. Aliens,HAS_CAST,Kiefer Sutherland
Kiefer Sutherland,CAST_IN,Monsters vs. Aliens
Creature of the Walking Dead,HAS_GENRE,Horror
Horror,GENRE_OF,Creature of the Walking Dead
Creature of the Walking Dead,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Creature of the Walking Dead
Rise of the Gargoyles,HAS_GENRE,Horror
Horror,GENRE_OF,Rise of the Gargoyles
Rise of the Gargoyles,HAS_GENRE,Action
Action,GENRE_OF,Rise of the Gargoyles
Rise of the Gargoyles,HAS_GENRE,Adventure
Adventure,GENRE_OF,Rise of the Gargoyles
Rise of the Gargoyles,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Rise of the Gargoyles
My Dog Skip,HAS_GENRE,Comedy
Comedy,GENRE_OF,My Dog Skip
My Dog Skip,HAS_GENRE,Drama
Drama,GENRE_OF,My Dog Skip
My Dog Skip,HAS_GENRE,Family
Family,GENRE_OF,My Dog Skip
My Dog Skip,HAS_CAST,Frankie Muniz
Frankie Muniz,CAST_IN,My Dog Skip
My Dog Skip,HAS_CAST,Diane Lane
Diane Lane,CAST_IN,My Dog Skip
My Dog Skip,HAS_CAST,Kevin Bacon
Kevin Bacon,CAST_IN,My Dog Skip
My Dog Skip,HAS_CAST,Luke Wilson
Luke Wilson,CAST_IN,My Dog Skip
Spider-Man,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Spider-Man
Spider-Man,HAS_GENRE,Action
Action,GENRE_OF,Spider-Man
Spider-Man,HAS_CAST,Tobey Maguire
Tobey Maguire,CAST_IN,Spider-Man
Spider-Man,HAS_CAST,Willem Dafoe
Willem Dafoe,CAST_IN,Spider-Man
Spider-Man,HAS_CAST,James Franco
James Franco,CAST_IN,Spider-Man
Godzilla vs. Megalon,HAS_GENRE,Action
Action,GENRE_OF,Godzilla vs. Megalon
Godzilla vs. Megalon,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Godzilla vs. Megalon
It's Complicated,HAS_GENRE,Comedy
Comedy,GENRE_OF,It's Complicated
