SUBJECT,RELATION,OBJECT_PROPERTY
Pirates of the Caribbean: Dead Men Tell No Tales,HAS_CAST,Johnny Depp
Fantasy,GENRE_OF,Pirates of the Caribbean: Dead Men Tell No Tales
Pirates of the Caribbean: Dead Men Tell No Tales,HAS_GENRE,Fantasy
Action,GENRE_OF,Pirates of the Caribbean: Dead Men Tell No Tales
Pirates of the Caribbean: Dead Men Tell No Tales,HAS_GENRE,Action
Adventure,GENRE_OF,Pirates of the Caribbean: Dead Men Tell No Tales
Pirates of the Caribbean: Dead Men Tell No Tales,HAS_GENRE,Adventure
misc,GENRE_OF,Wafa: A Deadly Love Story
Wafa: A Deadly Love Story,HAS_GENRE,misc
Laura Linney,CAST_IN,The Truman Show
The Truman Show,HAS_CAST,Laura Linney
Jim Carrey,CAST_IN,The Truman Show
The Truman Show,HAS_CAST,Jim Carrey
Drama,GENRE_OF,The Truman Show
The Truman Show,HAS_GENRE,Drama
Comedy,GENRE_OF,The Truman Show
The Truman Show,HAS_GENRE,Comedy
Comedy,GENRE_OF,Up in Smoke
Up in Smoke,HAS_GENRE,Comedy
Gene Hackman,CAST_IN,The Birdcage
The Birdcage,HAS_CAST,Gene Hackman
Nathan Lane,CAST_IN,The Birdcage
The Birdcage,HAS_CAST,Nathan Lane
Robin Williams,CAST_IN,The Birdcage
The Birdcage,HAS_CAST,Robin Williams
Comedy,GENRE_OF,The Birdcage
The Birdcage,HAS_GENRE,Comedy
Orson Welles,DIRECTED,The Magnificent Ambersons
The Magnificent Ambersons,HAS_DIRECTOR,Orson Welles
History,GENRE_OF,The Magnificent Ambersons
The Magnificent Ambersons,HAS_GENRE,History
Romance,GENRE_OF,The Magnificent Ambersons
The Magnificent Ambersons,HAS_GENRE,Romance
Drama,GENRE_OF,The Magnificent Ambersons
The Magnificent Ambersons,HAS_GENRE,Drama
Nicolas Cage,CAST_IN,It Could Happen to You
It Could Happen to You,HAS_CAST,Nicolas Cage
Romance,GENRE_OF,It Could Happen to You
It Could Happen to You,HAS_GENRE,Romance
Drama,GENRE_OF,It Could Happen to You
It Could Happen to You,HAS_GENRE,Drama
Comedy,GENRE_OF,It Could Happen to You
It Could Happen to You,HAS_GENRE,Comedy
Drama,GENRE_OF,Beautiful Minds
Beautiful Minds,HAS_GENRE,Drama
Comedy,GENRE_OF,Beautiful Minds
Beautiful Minds,HAS_GENRE,Comedy
Greg Kinnear,CAST_IN,Same Kind of Different as Me
Same Kind of Different as Me,HAS_CAST,Greg Kinnear
Drama,GENRE_OF,Same Kind of Different as Me
Same Kind of Different as Me,HAS_GENRE,Drama
Jeff Daniels,CAST_IN,Traitor
Traitor,HAS_CAST,Jeff Daniels
Guy Pearce,CAST_IN,Traitor
Traitor,HAS_CAST,Guy Pearce
Don Cheadle,CAST_IN,Traitor
Traitor,HAS_CAST,Don Cheadle
Crime,GENRE_OF,Traitor
Traitor,HAS_GENRE,Crime
Thriller,GENRE_OF,Traitor
Traitor,HAS_GENRE,Thriller
Action,GENRE_OF,Traitor
Traitor,HAS_GENRE,Action
Drama,GENRE_OF,Traitor
Traitor,HAS_GENRE,Drama
Fantasy,GENRE_OF,When We First Met
When We First Met,HAS_GENRE,Fantasy
Romance,GENRE_OF,When We First Met
When We First Met,HAS_GENRE,Romance
Comedy,GENRE_OF,When We First Met
When We First Met,HAS_GENRE,Comedy
Justin Timberlake,CAST_IN,The Love Guru
The Love Guru,HAS_CAST,Justin Timberlake
Jessica Alba,CAST_IN,The Love Guru
The Love Guru,HAS_CAST,Jessica Alba
Mike Myers,CAST_IN,The Love Guru
The Love Guru,HAS_CAST,Mike Myers
Romance,GENRE_OF,The Love Guru
The Love Guru,HAS_GENRE,Romance
Comedy,GENRE_OF,The Love Guru
The Love Guru,HAS_GENRE,Comedy
Kate Winslet,CAST_IN,A Kid in King Arthur's Court
A Kid in King Arthur's Court,HAS_CAST,Kate Winslet
Daniel Craig,CAST_IN,A Kid in King Arthur's Court
A Kid in King Arthur's Court,HAS_CAST,Daniel Craig
Family,GENRE_OF,A Kid in King Arthur's Court
A Kid in King Arthur's Court,HAS_GENRE,Family
Science Fiction,GENRE_OF,A Kid in King Arthur's Court
A Kid in King Arthur's Court,HAS_GENRE,Science Fiction
Comedy,GENRE_OF,A Kid in King Arthur's Court
A Kid in King Arthur's Court,HAS_GENRE,Comedy
Fantasy,GENRE_OF,A Kid in King Arthur's Court
A Kid in King Arthur's Court,HAS_GENRE,Fantasy
Adventure,GENRE_OF,A Kid in King Arthur's Court
A Kid in King Arthur's Court,HAS_GENRE,Adventure
Family,GENRE_OF,Big Top Pee-wee
Big Top Pee-wee,HAS_GENRE,Family
Comedy,GENRE_OF,Big Top Pee-wee
Big Top Pee-wee,HAS_GENRE,Comedy
Luc Besson,WROTE,Nikita
Nikita,HAS_WRITER,Luc Besson
Luc Besson,DIRECTED,Nikita
Nikita,HAS_DIRECTOR,Luc Besson
Jean Reno,CAST_IN,Nikita
Nikita,HAS_CAST,Jean Reno
Thriller,GENRE_OF,Nikita
Nikita,HAS_GENRE,Thriller
Action,GENRE_OF,Nikita
Nikita,HAS_GENRE,Action
Kevin Costner,DIRECTED,Open Range
Open Range,HAS_DIRECTOR,Kevin Costner
Kevin Costner,CAST_IN,Open Range
Open Range,HAS_CAST,Kevin Costner
Romance,GENRE_OF,Open Range
Open Range,HAS_GENRE,Romance
Adventure,GENRE_OF,Open Range
Open Range,HAS_GENRE,Adventure
Drama,GENRE_OF,Open Range
Open Range,HAS_GENRE,Drama
Action,GENRE_OF,Open Range
Open Range,HAS_GENRE,Action
Western,GENRE_OF,Open Range
Open Range,HAS_GENRE,Western
Western,GENRE_OF,Seven Brides for Seven Brothers
Seven Brides for Seven Brothers,HAS_GENRE,Western
Drama,GENRE_OF,Seven Brides for Seven Brothers
Seven Brides for Seven Brothers,HAS_GENRE,Drama
Comedy,GENRE_OF,Seven Brides for Seven Brothers
Seven Brides for Seven Brothers,HAS_GENRE,Comedy
Jeremy Irons,CAST_IN,Race
Race,HAS_CAST,Jeremy Irons
History,GENRE_OF,Race
Race,HAS_GENRE,History
Drama,GENRE_OF,Race
Race,HAS_GENRE,Drama
Mystery,GENRE_OF,Night Fairy
Night Fairy,HAS_GENRE,Mystery
Horror,GENRE_OF,Night Fairy
Night Fairy,HAS_GENRE,Horror
Thriller,GENRE_OF,Night Fairy
Night Fairy,HAS_GENRE,Thriller
Science Fiction,GENRE_OF,Power Rangers
Power Rangers,HAS_GENRE,Science Fiction
Adventure,GENRE_OF,Power Rangers
Power Rangers,HAS_GENRE,Adventure
Action,GENRE_OF,Power Rangers
Power Rangers,HAS_GENRE,Action
Ralph Fiennes,CAST_IN,In Bruges
In Bruges,HAS_CAST,Ralph Fiennes
Colin Farrell,CAST_IN,In Bruges
In Bruges,HAS_CAST,Colin Farrell
Crime,GENRE_OF,In Bruges
In Bruges,HAS_GENRE,Crime
Drama,GENRE_OF,In Bruges
In Bruges,HAS_GENRE,Drama
Comedy,GENRE_OF,In Bruges
In Bruges,HAS_GENRE,Comedy
Bobby Cannavale,CAST_IN,The Take
The Take,HAS_CAST,Bobby Cannavale
Mystery,GENRE_OF,The Take
The Take,HAS_GENRE,Mystery
Drama,GENRE_OF,The Take
The Take,HAS_GENRE,Drama
Thriller,GENRE_OF,The Take
The Take,HAS_GENRE,Thriller
Action,GENRE_OF,The Take
The Take,HAS_GENRE,Action
Paul Haggis,DIRECTED,The Next Three Days
The Next Three Days,HAS_DIRECTOR,Paul Haggis
Russell Crowe,CAST_IN,The Next Three Days
The Next Three Days,HAS_CAST,Russell Crowe
Crime,GENRE_OF,The Next Three Days
The Next Three Days,HAS_GENRE,Crime
Thriller,GENRE_OF,The Next Three Days
The Next Three Days,HAS_GENRE,Thriller
Drama,GENRE_OF,The Next Three Days
The Next Three Days,HAS_GENRE,Drama
Romance,GENRE_OF,The Next Three Days
The Next Three Days,HAS_GENRE,Romance
Documentary,GENRE_OF,Extras
Extras,HAS_GENRE,Documentary
Clint Eastwood,CAST_IN,The Enforcer
The Enforcer,HAS_CAST,Clint Eastwood
Action,GENRE_OF,The Enforcer
The Enforcer,HAS_GENRE,Action
Crime,GENRE_OF,The Enforcer
The Enforcer,HAS_GENRE,Crime
Ed Harris,CAST_IN,The Human Stain
The Human Stain,HAS_CAST,Ed Harris
Nicole Kidman,CAST_IN,The Human Stain
The Human Stain,HAS_CAST,Nicole Kidman
Anthony Hopkins,CAST_IN,The Human Stain
The Human Stain,HAS_CAST,Anthony Hopkins
Romance,GENRE_OF,The Human Stain
The Human Stain,HAS_GENRE,Romance
Drama,GENRE_OF,The Human Stain
The Human Stain,HAS_GENRE,Drama
Miles Teller,CAST_IN,Bleed for This
Bleed for This,HAS_CAST,Miles Teller
Drama,GENRE_OF,Bleed for This
Bleed for This,HAS_GENRE,Drama
Drama,GENRE_OF,Drift
Drift,HAS_GENRE,Drama
Chris Evans,CAST_IN,Fantastic Four: Rise of the Silver Surfer
Fantastic Four: Rise of the Silver Surfer,HAS_CAST,Chris Evans
Jessica Alba,CAST_IN,Fantastic Four: Rise of the Silver Surfer
Fantastic Four: Rise of the Silver Surfer,HAS_CAST,Jessica Alba
Thriller,GENRE_OF,Fantastic Four: Rise of the Silver Surfer
Fantastic Four: Rise of the Silver Surfer,HAS_GENRE,Thriller
Action,GENRE_OF,Fantastic Four: Rise of the Silver Surfer
Fantastic Four: Rise of the Silver Surfer,HAS_GENRE,Action
Fantasy,GENRE_OF,Fantastic Four: Rise of the Silver Surfer
Fantastic Four: Rise of the Silver Surfer,HAS_GENRE,Fantasy
Adventure,GENRE_OF,Fantastic Four: Rise of the Silver Surfer
Fantastic Four: Rise of the Silver Surfer,HAS_GENRE,Adventure
Gary Cooper,CAST_IN,Man of the West
Man of the West,HAS_CAST,Gary Cooper
Western,GENRE_OF,Man of the West
Man of the West,HAS_GENRE,Western
Zoey Deutch,CAST_IN,Before I Fall
Before I Fall,HAS_CAST,Zoey Deutch
Fantasy,GENRE_OF,Before I Fall
Before I Fall,HAS_GENRE,Fantasy
Thriller,GENRE_OF,Before I Fall
Before I Fall,HAS_GENRE,Thriller
Mystery,GENRE_OF,Before I Fall
Before I Fall,HAS_GENRE,Mystery
Drama,GENRE_OF,Before I Fall
Before I Fall,HAS_GENRE,Drama
Science Fiction,GENRE_OF,Jason X
Jason X,HAS_GENRE,Science Fiction
Horror,GENRE_OF,Jason X
Jason X,HAS_GENRE,Horror
Romance,GENRE_OF,Miss March
Miss March,HAS_GENRE,Romance
Comedy,GENRE_OF,Miss March
Miss March,HAS_GENRE,Comedy
Sandra Bullock,CAST_IN,28 Days
28 Days,HAS_CAST,Sandra Bullock
Drama,GENRE_OF,28 Days
28 Days,HAS_GENRE,Drama
Comedy,GENRE_OF,28 Days
28 Days,HAS_GENRE,Comedy
Mystery,GENRE_OF,Rubber
Rubber,HAS_GENRE,Mystery
Horror,GENRE_OF,Rubber
Rubber,HAS_GENRE,Horror
Fantasy,GENRE_OF,Rubber
Rubber,HAS_GENRE,Fantasy
Drama,GENRE_OF,Rubber
Rubber,HAS_GENRE,Drama
Comedy,GENRE_OF,Rubber
Rubber,HAS_GENRE,Comedy
Jason Statham,CAST_IN,Cellular
Cellular,HAS_CAST,Jason Statham
Chris Evans,CAST_IN,Cellular
Cellular,HAS_CAST,Chris Evans
Thriller,GENRE_OF,Cellular
Cellular,HAS_GENRE,Thriller
Action,GENRE_OF,Cellular
Cellular,HAS_GENRE,Action
History,GENRE_OF,A Night to Remember
A Night to Remember,HAS_GENRE,History
Action,GENRE_OF,A Night to Remember
A Night to Remember,HAS_GENRE,Action
Drama,GENRE_OF,A Night to Remember
A Night to Remember,HAS_GENRE,Drama
Drama,GENRE_OF,Wildcat
Wildcat,HAS_GENRE,Drama
Greg Kinnear,CAST_IN,The Last Song
The Last Song,HAS_CAST,Greg Kinnear
Miley Cyrus,CAST_IN,The Last Song
The Last Song,HAS_CAST,Miley Cyrus
Romance,GENRE_OF,The Last Song
The Last Song,HAS_GENRE,Romance
Family,GENRE_OF,The Last Song
The Last Song,HAS_GENRE,Family
Drama,GENRE_OF,The Last Song
The Last Song,HAS_GENRE,Drama
Drama,GENRE_OF,Seventeen
Seventeen,HAS_GENRE,Drama
Comedy,GENRE_OF,Seventeen
Seventeen,HAS_GENRE,Comedy
Science Fiction,GENRE_OF,Tremors 5: Bloodlines
Tremors 5: Bloodlines,HAS_GENRE,Science Fiction
Horror,GENRE_OF,Tremors 5: Bloodlines
Tremors 5: Bloodlines,HAS_GENRE,Horror
Comedy,GENRE_OF,Tremors 5: Bloodlines
Tremors 5: Bloodlines,HAS_GENRE,Comedy
Adventure,GENRE_OF,Tremors 5: Bloodlines
Tremors 5: Bloodlines,HAS_GENRE,Adventure
Action,GENRE_OF,Tremors 5: Bloodlines
Tremors 5: Bloodlines,HAS_GENRE,Action
John Woodvine,CAST_IN,An American Werewolf in London
An American Werewolf in London,HAS_CAST,John Woodvine
Horror,GENRE_OF,An American Werewolf in London
An American Werewolf in London,HAS_GENRE,Horror
Comedy,GENRE_OF,An American Werewolf in London
An American Werewolf in London,HAS_GENRE,Comedy
Drama,GENRE_OF,The Tourist
The Tourist,HAS_GENRE,Drama
Timothy Dalton,CAST_IN,The Tourist
The Tourist,HAS_CAST,Timothy Dalton
Paul Bettany,CAST_IN,The Tourist
The Tourist,HAS_CAST,Paul Bettany
Angelina Jolie,CAST_IN,The Tourist
The Tourist,HAS_CAST,Angelina Jolie
Johnny Depp,CAST_IN,The Tourist
The Tourist,HAS_CAST,Johnny Depp
Romance,GENRE_OF,The Tourist
The Tourist,HAS_GENRE,Romance
Thriller,GENRE_OF,The Tourist
The Tourist,HAS_GENRE,Thriller
Action,GENRE_OF,The Tourist
The Tourist,HAS_GENRE,Action
Josh Hartnett,CAST_IN,Wild Horses
Wild Horses,HAS_CAST,Josh Hartnett
James Franco,CAST_IN,Wild Horses
Wild Horses,HAS_CAST,James Franco
Thriller,GENRE_OF,Wild Horses
Wild Horses,HAS_GENRE,Thriller
Drama,GENRE_OF,Wild Horses
Wild Horses,HAS_GENRE,Drama
Crime,GENRE_OF,Wild Horses
Wild Horses,HAS_GENRE,Crime
Horror,GENRE_OF,Open Water
Open Water,HAS_GENRE,Horror
Thriller,GENRE_OF,Open Water
Open Water,HAS_GENRE,Thriller
Drama,GENRE_OF,Open Water
Open Water,HAS_GENRE,Drama
Adventure,GENRE_OF,Train to Busan
Train to Busan,HAS_GENRE,Adventure
Action,GENRE_OF,Train to Busan
Train to Busan,HAS_GENRE,Action
Thriller,GENRE_OF,Train to Busan
Train to Busan,HAS_GENRE,Thriller
Horror,GENRE_OF,Train to Busan
Train to Busan,HAS_GENRE,Horror
Drama,GENRE_OF,Victoria
Victoria,HAS_GENRE,Drama
Romance,GENRE_OF,Victoria
Victoria,HAS_GENRE,Romance
Thriller,GENRE_OF,Victoria
Victoria,HAS_GENRE,Thriller
Crime,GENRE_OF,Victoria
Victoria,HAS_GENRE,Crime
Chris Columbus,DIRECTED,Percy Jackson & the Olympians: The Lightning Thief
Percy Jackson & the Olympians: The Lightning Thief,HAS_DIRECTOR,Chris Columbus
Pierce Brosnan,CAST_IN,Percy Jackson & the Olympians: The Lightning Thief
Percy Jackson & the Olympians: The Lightning Thief,HAS_CAST,Pierce Brosnan
Family,GENRE_OF,Percy Jackson & the Olympians: The Lightning Thief
Percy Jackson & the Olympians: The Lightning Thief,HAS_GENRE,Family
Fantasy,GENRE_OF,Percy Jackson & the Olympians: The Lightning Thief
Percy Jackson & the Olympians: The Lightning Thief,HAS_GENRE,Fantasy
Adventure,GENRE_OF,Percy Jackson & the Olympians: The Lightning Thief
Percy Jackson & the Olympians: The Lightning Thief,HAS_GENRE,Adventure
Horror,GENRE_OF,Suspiria
Suspiria,HAS_GENRE,Horror
TV Movie,GENRE_OF,Revenge of the Bridesmaids
Revenge of the Bridesmaids,HAS_GENRE,TV Movie
Romance,GENRE_OF,Revenge of the Bridesmaids
Revenge of the Bridesmaids,HAS_GENRE,Romance
Comedy,GENRE_OF,Revenge of the Bridesmaids
Revenge of the Bridesmaids,HAS_GENRE,Comedy
Sylvester Stallone,CAST_IN,Daylight
Daylight,HAS_CAST,Sylvester Stallone
Thriller,GENRE_OF,Daylight
Daylight,HAS_GENRE,Thriller
Adventure,GENRE_OF,Daylight
Daylight,HAS_GENRE,Adventure
Action,GENRE_OF,Daylight
Daylight,HAS_GENRE,Action
misc,GENRE_OF,Toss
Toss,HAS_GENRE,misc
Casey Affleck,CAST_IN,To Die For
To Die For,HAS_CAST,Casey Affleck
Joaquin Phoenix,CAST_IN,To Die For
To Die For,HAS_CAST,Joaquin Phoenix
Matt Dillon,CAST_IN,To Die For
To Die For,HAS_CAST,Matt Dillon
Nicole Kidman,CAST_IN,To Die For
To Die For,HAS_CAST,Nicole Kidman
Crime,GENRE_OF,To Die For
To Die For,HAS_GENRE,Crime
Comedy,GENRE_OF,To Die For
To Die For,HAS_GENRE,Comedy
Drama,GENRE_OF,To Die For
To Die For,HAS_GENRE,Drama
Horror,GENRE_OF,To Die For
To Die For,HAS_GENRE,Horror
Family,GENRE_OF,Blackbeard's Ghost
Blackbeard's Ghost,HAS_GENRE,Family
Comedy,GENRE_OF,Blackbeard's Ghost
Blackbeard's Ghost,HAS_GENRE,Comedy
Fantasy,GENRE_OF,Blackbeard's Ghost
Blackbeard's Ghost,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,The Shaggy Dog
The Shaggy Dog,HAS_GENRE,Fantasy
Robert Downey Jr.,CAST_IN,The Shaggy Dog
The Shaggy Dog,HAS_CAST,Robert Downey Jr.
Danny Glover,CAST_IN,The Shaggy Dog
The Shaggy Dog,HAS_CAST,Danny Glover
Tim Allen,CAST_IN,The Shaggy Dog
The Shaggy Dog,HAS_CAST,Tim Allen
Family,GENRE_OF,The Shaggy Dog
The Shaggy Dog,HAS_GENRE,Family
Comedy,GENRE_OF,The Shaggy Dog
The Shaggy Dog,HAS_GENRE,Comedy
Chris Tucker,CAST_IN,Dead Presidents
Dead Presidents,HAS_CAST,Chris Tucker
Keith David,CAST_IN,Dead Presidents
Dead Presidents,HAS_CAST,Keith David
Crime,GENRE_OF,Dead Presidents
Dead Presidents,HAS_GENRE,Crime
Action,GENRE_OF,Dead Presidents
Dead Presidents,HAS_GENRE,Action
Lizzy Caplan,CAST_IN,The Night Before
The Night Before,HAS_CAST,Lizzy Caplan
Seth Rogen,CAST_IN,The Night Before
The Night Before,HAS_CAST,Seth Rogen
Joseph Gordon-Levitt,CAST_IN,The Night Before
The Night Before,HAS_CAST,Joseph Gordon-Levitt
Fantasy,GENRE_OF,The Night Before
The Night Before,HAS_GENRE,Fantasy
Adventure,GENRE_OF,The Night Before
The Night Before,HAS_GENRE,Adventure
Comedy,GENRE_OF,The Night Before
The Night Before,HAS_GENRE,Comedy
Thriller,GENRE_OF,F
F,HAS_GENRE,Thriller
Horror,GENRE_OF,F
F,HAS_GENRE,Horror
Laura Linney,CAST_IN,The Exorcism of Emily Rose
The Exorcism of Emily Rose,HAS_CAST,Laura Linney
Thriller,GENRE_OF,The Exorcism of Emily Rose
The Exorcism of Emily Rose,HAS_GENRE,Thriller
Horror,GENRE_OF,The Exorcism of Emily Rose
The Exorcism of Emily Rose,HAS_GENRE,Horror
Drama,GENRE_OF,The Exorcism of Emily Rose
The Exorcism of Emily Rose,HAS_GENRE,Drama
Crime,GENRE_OF,The Exorcism of Emily Rose
The Exorcism of Emily Rose,HAS_GENRE,Crime
Arnold Schwarzenegger,CAST_IN,Raw Deal
Raw Deal,HAS_CAST,Arnold Schwarzenegger
Thriller,GENRE_OF,Raw Deal
Raw Deal,HAS_GENRE,Thriller
Crime,GENRE_OF,Raw Deal
Raw Deal,HAS_GENRE,Crime
Action,GENRE_OF,Raw Deal
Raw Deal,HAS_GENRE,Action
Jim Carrey,CAST_IN,Majestic
Majestic,HAS_CAST,Jim Carrey
Romance,GENRE_OF,Majestic
Majestic,HAS_GENRE,Romance
Drama,GENRE_OF,Majestic
Majestic,HAS_GENRE,Drama
Will Ferrell,WROTE,Talladega Nights: The Ballad of Ricky Bobby
Talladega Nights: The Ballad of Ricky Bobby,HAS_WRITER,Will Ferrell
Will Ferrell,CAST_IN,Talladega Nights: The Ballad of Ricky Bobby
Talladega Nights: The Ballad of Ricky Bobby,HAS_CAST,Will Ferrell
Comedy,GENRE_OF,Talladega Nights: The Ballad of Ricky Bobby
Talladega Nights: The Ballad of Ricky Bobby,HAS_GENRE,Comedy
Meryl Streep,CAST_IN,The Hours
The Hours,HAS_CAST,Meryl Streep
Nicole Kidman,CAST_IN,The Hours
The Hours,HAS_CAST,Nicole Kidman
Julianne Moore,CAST_IN,The Hours
The Hours,HAS_CAST,Julianne Moore
Drama,GENRE_OF,The Hours
The Hours,HAS_GENRE,Drama
Robert Pattinson,CAST_IN,The Rover
The Rover,HAS_CAST,Robert Pattinson
Guy Pearce,CAST_IN,The Rover
The Rover,HAS_CAST,Guy Pearce
Drama,GENRE_OF,The Rover
The Rover,HAS_GENRE,Drama
Crime,GENRE_OF,The Rover
The Rover,HAS_GENRE,Crime
Kristen Stewart,CAST_IN,Catch That Kid
Catch That Kid,HAS_CAST,Kristen Stewart
Adventure,GENRE_OF,Catch That Kid
Catch That Kid,HAS_GENRE,Adventure
Action,GENRE_OF,Catch That Kid
Catch That Kid,HAS_GENRE,Action
Family,GENRE_OF,Catch That Kid
Catch That Kid,HAS_GENRE,Family
Adventure,GENRE_OF,The Fantastic Four
The Fantastic Four,HAS_GENRE,Adventure
Science Fiction,GENRE_OF,The Fantastic Four
The Fantastic Four,HAS_GENRE,Science Fiction
Action,GENRE_OF,The Fantastic Four
The Fantastic Four,HAS_GENRE,Action
Simon Pegg,WROTE,Star Trek Beyond
Star Trek Beyond,HAS_WRITER,Simon Pegg
Simon Pegg,CAST_IN,Star Trek Beyond
Star Trek Beyond,HAS_CAST,Simon Pegg
Chris Pine,CAST_IN,Star Trek Beyond
Star Trek Beyond,HAS_CAST,Chris Pine
Science Fiction,GENRE_OF,Star Trek Beyond
Star Trek Beyond,HAS_GENRE,Science Fiction
Adventure,GENRE_OF,Star Trek Beyond
Star Trek Beyond,HAS_GENRE,Adventure
Action,GENRE_OF,Star Trek Beyond
Star Trek Beyond,HAS_GENRE,Action
Brian Cox,CAST_IN,The Autopsy of Jane Doe
The Autopsy of Jane Doe,HAS_CAST,Brian Cox
Emile Hirsch,CAST_IN,The Autopsy of Jane Doe
The Autopsy of Jane Doe,HAS_CAST,Emile Hirsch
Mystery,GENRE_OF,The Autopsy of Jane Doe
The Autopsy of Jane Doe,HAS_GENRE,Mystery
Horror,GENRE_OF,The Autopsy of Jane Doe
The Autopsy of Jane Doe,HAS_GENRE,Horror
Jon Favreau,DIRECTED,Elf
Elf,HAS_DIRECTOR,Jon Favreau
James Caan,CAST_IN,Elf
Elf,HAS_CAST,James Caan
Will Ferrell,CAST_IN,Elf
Elf,HAS_CAST,Will Ferrell
Fantasy,GENRE_OF,Elf
Elf,HAS_GENRE,Fantasy
Family,GENRE_OF,Elf
Elf,HAS_GENRE,Family
Comedy,GENRE_OF,Elf
Elf,HAS_GENRE,Comedy
Harry Connick Jr.,CAST_IN,The Iron Giant
The Iron Giant,HAS_CAST,Harry Connick Jr.
Jennifer Aniston,CAST_IN,The Iron Giant
The Iron Giant,HAS_CAST,Jennifer Aniston
Vin Diesel,CAST_IN,The Iron Giant
The Iron Giant,HAS_CAST,Vin Diesel
Drama,GENRE_OF,The Iron Giant
The Iron Giant,HAS_GENRE,Drama
Science Fiction,GENRE_OF,The Iron Giant
The Iron Giant,HAS_GENRE,Science Fiction
Animation,GENRE_OF,The Iron Giant
The Iron Giant,HAS_GENRE,Animation
Family,GENRE_OF,The Iron Giant
The Iron Giant,HAS_GENRE,Family
Rob Zombie,DIRECTED,House of 1000 Corpses
House of 1000 Corpses,HAS_DIRECTOR,Rob Zombie
Comedy,GENRE_OF,House of 1000 Corpses
House of 1000 Corpses,HAS_GENRE,Comedy
Horror,GENRE_OF,House of 1000 Corpses
House of 1000 Corpses,HAS_GENRE,Horror
Horror,GENRE_OF,Pieces
Pieces,HAS_GENRE,Horror
Patrick Wilson,CAST_IN,The Founder
The Founder,HAS_CAST,Patrick Wilson
Michael Keaton,CAST_IN,The Founder
The Founder,HAS_CAST,Michael Keaton
History,GENRE_OF,The Founder
The Founder,HAS_GENRE,History
Drama,GENRE_OF,The Founder
The Founder,HAS_GENRE,Drama
John Huston,CAST_IN,The Hobbit
The Hobbit,HAS_CAST,John Huston
TV Movie,GENRE_OF,The Hobbit
The Hobbit,HAS_GENRE,TV Movie
Adventure,GENRE_OF,The Hobbit
The Hobbit,HAS_GENRE,Adventure
Animation,GENRE_OF,The Hobbit
The Hobbit,HAS_GENRE,Animation
Fantasy,GENRE_OF,The Hobbit
The Hobbit,HAS_GENRE,Fantasy
Family,GENRE_OF,The Hobbit
The Hobbit,HAS_GENRE,Family
Family,GENRE_OF,The Adventures of Milo and Otis
The Adventures of Milo and Otis,HAS_GENRE,Family
Drama,GENRE_OF,The Adventures of Milo and Otis
The Adventures of Milo and Otis,HAS_GENRE,Drama
Adventure,GENRE_OF,The Adventures of Milo and Otis
The Adventures of Milo and Otis,HAS_GENRE,Adventure
Eddie Murphy,CAST_IN,The Adventures of Pluto Nash
The Adventures of Pluto Nash,HAS_CAST,Eddie Murphy
Science Fiction,GENRE_OF,The Adventures of Pluto Nash
The Adventures of Pluto Nash,HAS_GENRE,Science Fiction
Comedy,GENRE_OF,The Adventures of Pluto Nash
The Adventures of Pluto Nash,HAS_GENRE,Comedy
Action,GENRE_OF,The Adventures of Pluto Nash
The Adventures of Pluto Nash,HAS_GENRE,Action
Chris Columbus,DIRECTED,Adventures in Babysitting
Adventures in Babysitting,HAS_DIRECTOR,Chris Columbus
Anthony Rapp,CAST_IN,Adventures in Babysitting
Adventures in Babysitting,HAS_CAST,Anthony Rapp
Comedy,GENRE_OF,Adventures in Babysitting
Adventures in Babysitting,HAS_GENRE,Comedy
Selena Gomez,CAST_IN,Princess Protection Program
Princess Protection Program,HAS_CAST,Selena Gomez
Demi Lovato,CAST_IN,Princess Protection Program
Princess Protection Program,HAS_CAST,Demi Lovato
Comedy,GENRE_OF,Princess Protection Program
Princess Protection Program,HAS_GENRE,Comedy
TV Movie,GENRE_OF,Princess Protection Program
Princess Protection Program,HAS_GENRE,TV Movie
Family,GENRE_OF,Princess Protection Program
Princess Protection Program,HAS_GENRE,Family
Thriller,GENRE_OF,Urban Legends: Final Cut
Urban Legends: Final Cut,HAS_GENRE,Thriller
Mystery,GENRE_OF,Urban Legends: Final Cut
Urban Legends: Final Cut,HAS_GENRE,Mystery
Horror,GENRE_OF,Urban Legends: Final Cut
Urban Legends: Final Cut,HAS_GENRE,Horror
John Huston,DIRECTED,The Asphalt Jungle
The Asphalt Jungle,HAS_DIRECTOR,John Huston
Drama,GENRE_OF,The Asphalt Jungle
The Asphalt Jungle,HAS_GENRE,Drama
Crime,GENRE_OF,The Asphalt Jungle
The Asphalt Jungle,HAS_GENRE,Crime
Luc Besson,DIRECTED,The Fifth Element
The Fifth Element,HAS_DIRECTOR,Luc Besson
Chris Tucker,CAST_IN,The Fifth Element
The Fifth Element,HAS_CAST,Chris Tucker
Gary Oldman,CAST_IN,The Fifth Element
The Fifth Element,HAS_CAST,Gary Oldman
Milla Jovovich,CAST_IN,The Fifth Element
The Fifth Element,HAS_CAST,Milla Jovovich
Bruce Willis,CAST_IN,The Fifth Element
The Fifth Element,HAS_CAST,Bruce Willis
Science Fiction,GENRE_OF,The Fifth Element
The Fifth Element,HAS_GENRE,Science Fiction
Thriller,GENRE_OF,The Fifth Element
