SUBJECT,RELATION,OBJECT_PROPERTY,SCORE
The Abyss,HAS_GENRE,Drama,0
The Abyss,HAS_DIRECTOR,James Cameron,2
The Abyss,HAS_CAST,Ed Harris,2
The Abyss,HAS_GENRE,Science Fiction,2
The Abyss,HAS_GENRE,Thriller,2
The Abyss,HAS_GENRE,Action,2
The Abyss,HAS_GENRE,Adventure,2
Project Almanac,HAS_GENRE,Drama,2
Project Almanac,HAS_GENRE,Thriller,2
Project Almanac,HAS_GENRE,Science Fiction,2
Arrival,HAS_CAST,Forest Whitaker,2
Arrival,HAS_CAST,Jeremy Renner,2
Arrival,HAS_CAST,Amy Adams,2
Arrival,HAS_GENRE,Mystery,2
Arrival,HAS_GENRE,Science Fiction,2
Arrival,HAS_GENRE,Drama,2
The Bachelorette,HAS_GENRE,Comedy,2
Prancer,HAS_GENRE,Fantasy,2
Prancer,HAS_GENRE,Drama,2
Prancer,HAS_GENRE,Family,2
Murder,HAS_GENRE,Thriller,2
Murder,HAS_GENRE,Drama,0
Holes,HAS_CAST,Patricia Arquette,2
Holes,HAS_CAST,Sigourney Weaver,2
Holes,HAS_GENRE,Comedy,2
Holes,HAS_GENRE,Drama,2
Holes,HAS_GENRE,Family,2
Holes,HAS_GENRE,Adventure,2
Made of Honor,HAS_CAST,Michelle Monaghan,2
Made of Honor,HAS_CAST,Patrick Dempsey,2
Made of Honor,HAS_GENRE,Romance,2
Made of Honor,HAS_GENRE,Comedy,2
The Warlords,HAS_CAST,Jet Li,2
The Warlords,HAS_GENRE,History,2
The Warlords,HAS_GENRE,Drama,2
The Warlords,HAS_GENRE,Action,2
Batman: Revenge,HAS_GENRE,misc,0
Oklahoma,HAS_GENRE,misc,0
Roma,HAS_GENRE,Drama,2
Roma,HAS_GENRE,Comedy,0
Tom & Jerry,HAS_GENRE,misc,0
Kramer vs. Kramer,HAS_CAST,Meryl Streep,2
Kramer vs. Kramer,HAS_CAST,Dustin Hoffman,2
Kramer vs. Kramer,HAS_GENRE,Drama,2
November Criminals,HAS_CAST,Ansel Elgort,2
November Criminals,HAS_GENRE,Thriller,2
November Criminals,HAS_GENRE,Mystery,2
November Criminals,HAS_GENRE,Drama,2
November Criminals,HAS_GENRE,Crime,2
Thor: The Dark World,HAS_CAST,Anthony Hopkins,2
Thor: The Dark World,HAS_CAST,Tom Hiddleston,2
Thor: The Dark World,HAS_CAST,Natalie Portman,2
Thor: The Dark World,HAS_CAST,Chris Hemsworth,2
Thor: The Dark World,HAS_GENRE,Fantasy,2
Thor: The Dark World,HAS_GENRE,Adventure,2
Thor: The Dark World,HAS_GENRE,Action,2
Countryman,HAS_GENRE,Drama,2
Wilson,HAS_CAST,Woody Harrelson,2
Wilson,HAS_GENRE,Drama,2
Wilson,HAS_GENRE,Comedy,2
Return of the Living Dead,HAS_GENRE,Comedy,2
Return of the Living Dead,HAS_GENRE,Horror,2
Strangers on a Train,HAS_DIRECTOR,Alfred Hitchcock,2
Strangers on a Train,HAS_GENRE,Thriller,2
Strangers on a Train,HAS_GENRE,Crime,2
Brewster's Millions,HAS_CAST,John Candy,2
Brewster's Millions,HAS_CAST,Richard Pryor,2
Brewster's Millions,HAS_GENRE,Comedy,2
City of Ghosts,HAS_DIRECTOR,Matt Dillon,0
City of Ghosts,HAS_CAST,James Caan,0
City of Ghosts,HAS_CAST,Matt Dillon,0
City of Ghosts,HAS_GENRE,Thriller,0
Dark Tide,HAS_CAST,Halle Berry,2
Dark Tide,HAS_GENRE,Drama,2
Dark Tide,HAS_GENRE,Adventure,2
Dark Tide,HAS_GENRE,Thriller,2
Deathmaker,HAS_GENRE,Drama,2
Bring It On,HAS_CAST,Eliza Dushku,2
Bring It On,HAS_GENRE,Comedy,2
The City of Lost Children,HAS_GENRE,Adventure,2
The City of Lost Children,HAS_GENRE,Science Fiction,2
The City of Lost Children,HAS_GENRE,Fantasy,2
Grey Gardens,HAS_CAST,Edith Ewing Bouvier Beale,0
Grey Gardens,HAS_CAST,Edith Bouvier Beale,0
Grey Gardens,HAS_GENRE,Documentary,0
Secretariat,HAS_CAST,Diane Lane,2
Secretariat,HAS_GENRE,Drama,2
Love the Coopers,HAS_CAST,Alan Arkin,2
Love the Coopers,HAS_CAST,John Goodman,2
Love the Coopers,HAS_CAST,Amanda Seyfried,2
Love the Coopers,HAS_CAST,Diane Keaton,2
Love the Coopers,HAS_CAST,Steve Martin,2
Love the Coopers,HAS_GENRE,Family,2
Love the Coopers,HAS_GENRE,Comedy,2
Love the Coopers,HAS_GENRE,Drama,2
The Tale of Sweeney Todd,HAS_CAST,Ben Kingsley,2
The Tale of Sweeney Todd,HAS_GENRE,TV Movie,2
The Tale of Sweeney Todd,HAS_GENRE,Mystery,2
The Tale of Sweeney Todd,HAS_GENRE,Horror,2
The Nut Job 2,HAS_CAST,Bobby Cannavale,2
The Nut Job 2,HAS_CAST,Maya Rudolph,2
The Nut Job 2,HAS_GENRE,Comedy,2
The Nut Job 2,HAS_GENRE,Adventure,2
The Nut Job 2,HAS_GENRE,Family,2
The Nut Job 2,HAS_GENRE,Animation,2
Reign Over Me,HAS_CAST,Liv Tyler,2
Reign Over Me,HAS_CAST,Jada Pinkett Smith,2
Reign Over Me,HAS_CAST,Don Cheadle,2
Reign Over Me,HAS_CAST,Adam Sandler,2
Reign Over Me,HAS_GENRE,Drama,2
Three Days of the Condor,HAS_CAST,Faye Dunaway,2
Three Days of the Condor,HAS_CAST,Robert Redford,2
Three Days of the Condor,HAS_GENRE,Mystery,2
Three Days of the Condor,HAS_GENRE,Thriller,2
Anne of Green Gables,HAS_GENRE,Drama,2
Anne of Green Gables,HAS_GENRE,Family,2
Young Guns,HAS_CAST,Charlie Sheen,2
Young Guns,HAS_CAST,Lou Diamond Phillips,2
Young Guns,HAS_CAST,Kiefer Sutherland,2
Young Guns,HAS_CAST,Emilio Estevez,2
Young Guns,HAS_GENRE,Adventure,2
Young Guns,HAS_GENRE,Action,2
Young Guns,HAS_GENRE,Crime,2
Young Guns,HAS_GENRE,Western,2
Fatal Bond,HAS_GENRE,misc,0
"Love, Rosie",HAS_CAST,Lily Collins,2
"Love, Rosie",HAS_GENRE,Comedy,2
"Love, Rosie",HAS_GENRE,Drama,2
"Love, Rosie",HAS_GENRE,Romance,2
"Sarah, Plain and Tall",HAS_CAST,Christopher Walken,2
"Sarah, Plain and Tall",HAS_GENRE,TV Movie,2
"Sarah, Plain and Tall",HAS_GENRE,Romance,2
"Sarah, Plain and Tall",HAS_GENRE,Family,2
"Sarah, Plain and Tall",HAS_GENRE,Drama,2
The Last Unicorn,HAS_CAST,Mia Farrow,2
The Last Unicorn,HAS_CAST,Jeff Bridges,2
The Last Unicorn,HAS_CAST,Alan Arkin,2
The Last Unicorn,HAS_GENRE,Adventure,2
The Last Unicorn,HAS_GENRE,Family,2
The Last Unicorn,HAS_GENRE,Animation,2
The Last Unicorn,HAS_GENRE,Fantasy,2
Ninja Kids!!!,HAS_GENRE,Family,0
Ninja Kids!!!,HAS_GENRE,Drama,0
Ninja Kids!!!,HAS_GENRE,Action,2
Eternal Sunshine of the Spotless Mind,HAS_CAST,Mark Ruffalo,2
Eternal Sunshine of the Spotless Mind,HAS_CAST,Kate Winslet,2
Eternal Sunshine of the Spotless Mind,HAS_CAST,Jim Carrey,2
Eternal Sunshine of the Spotless Mind,HAS_GENRE,Romance,2
Eternal Sunshine of the Spotless Mind,HAS_GENRE,Drama,2
Eternal Sunshine of the Spotless Mind,HAS_GENRE,Science Fiction,2
The Philadelphia Experiment,HAS_CAST,Nancy Allen,0
The Philadelphia Experiment,HAS_GENRE,Thriller,2
The Philadelphia Experiment,HAS_GENRE,Adventure,2
The Philadelphia Experiment,HAS_GENRE,Science Fiction,2
Journey to the Center of the Earth,HAS_GENRE,Family,2
Journey to the Center of the Earth,HAS_GENRE,Comedy,2
Journey to the Center of the Earth,HAS_GENRE,Adventure,2
Journey to the Center of the Earth,HAS_GENRE,Science Fiction,2
Journey to the Center of the Earth,HAS_GENRE,Action,2
Friday the 13th Part 2,HAS_GENRE,Horror,2
Submergence,HAS_CAST,James McAvoy,2
Submergence,HAS_GENRE,Romance,2
Submergence,HAS_GENRE,Thriller,2
Submergence,HAS_GENRE,Drama,2
Meet the Blacks,HAS_CAST,George Lopez,2
Meet the Blacks,HAS_GENRE,Horror,2
Meet the Blacks,HAS_GENRE,Comedy,2
Fifty Shades Freed,HAS_GENRE,Romance,2
Fifty Shades Freed,HAS_GENRE,Drama,2
Dirty Rotten Scoundrels,HAS_CAST,Michael Caine,2
Dirty Rotten Scoundrels,HAS_CAST,Steve Martin,2
Dirty Rotten Scoundrels,HAS_GENRE,Comedy,2
Dirty Rotten Scoundrels,HAS_GENRE,Crime,2
Sniper,HAS_CAST,Billy Zane,2
Sniper,HAS_GENRE,Thriller,2
Sniper,HAS_GENRE,Drama,2
Sniper,HAS_GENRE,Action,2
The Breakfast Club,HAS_WRITER,John Hughes,2
The Breakfast Club,HAS_DIRECTOR,John Hughes,2
The Breakfast Club,HAS_CAST,Ally Sheedy,2
The Breakfast Club,HAS_CAST,Molly Ringwald,2
The Breakfast Club,HAS_CAST,Judd Nelson,2
The Breakfast Club,HAS_CAST,Emilio Estevez,2
The Breakfast Club,HAS_GENRE,Drama,2
The Breakfast Club,HAS_GENRE,Comedy,2
Every Day,HAS_GENRE,Fantasy,2
Every Day,HAS_GENRE,Romance,2
Oldboy,HAS_DIRECTOR,Spike Lee,2
Oldboy,HAS_CAST,Elizabeth Olsen,2
Oldboy,HAS_CAST,Josh Brolin,2
Oldboy,HAS_GENRE,Action,2
Oldboy,HAS_GENRE,Mystery,2
Oldboy,HAS_GENRE,Thriller,2
Oldboy,HAS_GENRE,Drama,2
Tangled,HAS_GENRE,Thriller,0
Tangled,HAS_GENRE,Mystery,0
Tangled,HAS_GENRE,Drama,0
Tangled,HAS_DIRECTOR,Byron Howard,2
Tangled,HAS_CAST,Mandy Moore,2
Tangled,HAS_GENRE,Family,2
Tangled,HAS_GENRE,Animation,2
Thumbsucker,HAS_CAST,Keanu Reeves,2
Thumbsucker,HAS_GENRE,Drama,2
Thumbsucker,HAS_GENRE,Comedy,2
Vampire Hunter D: Bloodlust,HAS_GENRE,Action,2
Vampire Hunter D: Bloodlust,HAS_GENRE,Horror,2
Vampire Hunter D: Bloodlust,HAS_GENRE,Fantasy,2
Vampire Hunter D: Bloodlust,HAS_GENRE,Animation,2
Hitlist,HAS_GENRE,misc,0
Girlfight,HAS_CAST,Michelle Rodriguez,2
Girlfight,HAS_GENRE,Drama,2
Pride and Prejudice,HAS_GENRE,Drama,2
Pride and Prejudice,HAS_GENRE,Thriller,0
Pride and Prejudice,HAS_GENRE,Comedy,0
Pride and Prejudice,HAS_GENRE,Horror,0
Pride and Prejudice,HAS_GENRE,Romance,2
The Foreigner,HAS_CAST,Jackie Chan,2
The Foreigner,HAS_CAST,Pierce Brosnan,2
The Foreigner,HAS_GENRE,Thriller,2
The Foreigner,HAS_GENRE,Action,2
The Foreigner,HAS_GENRE,Documentary,0
Goldfinger,HAS_CAST,Sean Connery,2
Goldfinger,HAS_GENRE,Thriller,2
Goldfinger,HAS_GENRE,Action,2
Goldfinger,HAS_GENRE,Adventure,2
WALL-E,HAS_GENRE,misc,0
WALL-E,HAS_GENRE,Romance,2
WALL-E,HAS_GENRE,Drama,2
My Friend Harry,HAS_GENRE,misc,0
Sister Act,HAS_CAST,Whoopi Goldberg,2
Sister Act,HAS_GENRE,Comedy,2
Sister Act,HAS_GENRE,Music,2
The Strongest Man in the World,HAS_CAST,Kurt Russell,2
The Strongest Man in the World,HAS_GENRE,Family,2
The Strongest Man in the World,HAS_GENRE,Comedy,2
The Hitcher,HAS_GENRE,Thriller,2
The Hitcher,HAS_GENRE,Action,2
The Hitcher,HAS_GENRE,Horror,2
How to Lose a Guy in 10 Days,HAS_CAST,Matthew McConaughey,2
How to Lose a Guy in 10 Days,HAS_CAST,Kate Hudson,2
How to Lose a Guy in 10 Days,HAS_GENRE,Romance,2
How to Lose a Guy in 10 Days,HAS_GENRE,Comedy,2
Kiss the Girls,HAS_CAST,Cary Elwes,2
Kiss the Girls,HAS_CAST,Ashley Judd,2
Kiss the Girls,HAS_CAST,Morgan Freeman,2
Kiss the Girls,HAS_GENRE,Drama,2
Kiss the Girls,HAS_GENRE,Mystery,2
Kiss the Girls,HAS_GENRE,Crime,2
Kiss the Girls,HAS_GENRE,Thriller,2
Lóve,HAS_GENRE,Animation,0
Kidnap,HAS_CAST,Halle Berry,2
Kidnap,HAS_GENRE,Thriller,2
Kidnap,HAS_GENRE,TV Movie,0
Kidnap,HAS_GENRE,Drama,2
O Concurso,HAS_GENRE,Comedy,2
Half Magic,HAS_GENRE,Comedy,2
Half Magic,HAS_GENRE,Romance,2
Land of the Lost,HAS_CAST,Will Ferrell,2
Land of the Lost,HAS_GENRE,Science Fiction,2
Land of the Lost,HAS_GENRE,Comedy,2
Land of the Lost,HAS_GENRE,Adventure,2
Flight,HAS_GENRE,Fantasy,0
Flight,HAS_GENRE,Adventure,0
Flight,HAS_GENRE,Family,0
Flight,HAS_GENRE,Animation,0
Flight,HAS_CAST,John Goodman,2
Flight,HAS_CAST,Don Cheadle,2
Flight,HAS_CAST,Denzel Washington,2
Flight,HAS_GENRE,Drama,2
The Story of Ruth,HAS_GENRE,Drama,2
Star Wars: Episode II – Attack of the Clones,HAS_DIRECTOR,George Lucas,2
Star Wars: Episode II – Attack of the Clones,HAS_CAST,Natalie Portman,2
Star Wars: Episode II – Attack of the Clones,HAS_GENRE,Science Fiction,2
Star Wars: Episode II – Attack of the Clones,HAS_GENRE,Action,2
Star Wars: Episode II – Attack of the Clones,HAS_GENRE,Adventure,2
10 Cloverfield Lane,HAS_CAST,John Goodman,2
10 Cloverfield Lane,HAS_GENRE,Horror,2
10 Cloverfield Lane,HAS_GENRE,Drama,2
10 Cloverfield Lane,HAS_GENRE,Science Fiction,2
10 Cloverfield Lane,HAS_GENRE,Thriller,2
Gummo,HAS_GENRE,Comedy,2
Gummo,HAS_GENRE,Drama,2
Madea Goes to Jail,HAS_WRITER,Tyler Perry,2
Madea Goes to Jail,HAS_DIRECTOR,Tyler Perry,2
Madea Goes to Jail,HAS_CAST,Tyler Perry,2
Madea Goes to Jail,HAS_GENRE,Drama,2
Madea Goes to Jail,HAS_GENRE,Crime,2
Madea Goes to Jail,HAS_GENRE,Comedy,2
Cooties,HAS_CAST,Rainn Wilson,2
Cooties,HAS_GENRE,Horror,2
Cooties,HAS_GENRE,Comedy,2
Inherent Vice,HAS_CAST,Reese Witherspoon,2
Inherent Vice,HAS_CAST,Owen Wilson,2
Inherent Vice,HAS_CAST,Josh Brolin,2
Inherent Vice,HAS_CAST,Joaquin Phoenix,2
Inherent Vice,HAS_GENRE,Comedy,2
Inherent Vice,HAS_GENRE,Mystery,2
Inherent Vice,HAS_GENRE,Drama,2
Wild Hogs,HAS_CAST,Ray Liotta,2
Wild Hogs,HAS_CAST,Martin Lawrence,2
Wild Hogs,HAS_CAST,John Travolta,2
Wild Hogs,HAS_CAST,Tim Allen,2
Wild Hogs,HAS_GENRE,Comedy,2
Wild Hogs,HAS_GENRE,Adventure,2
Wild Hogs,HAS_GENRE,Action,2
Jane Got a Gun,HAS_CAST,Natalie Portman,2
Jane Got a Gun,HAS_GENRE,Drama,2
Jane Got a Gun,HAS_GENRE,Action,2
Jane Got a Gun,HAS_GENRE,Western,2
Food Matters,HAS_GENRE,Documentary,2
Blazing Saddles,HAS_DIRECTOR,Mel Brooks,2
Blazing Saddles,HAS_CAST,Gene Wilder,2
Blazing Saddles,HAS_GENRE,Comedy,2
Blazing Saddles,HAS_GENRE,Western,2
"Honey, I Shrunk the Kids",HAS_CAST,Rick Moranis,2
"Honey, I Shrunk the Kids",HAS_GENRE,Science Fiction,2
"Honey, I Shrunk the Kids",HAS_GENRE,Family,2
"Honey, I Shrunk the Kids",HAS_GENRE,Comedy,2
"Honey, I Shrunk the Kids",HAS_GENRE,Adventure,2
The Cave,HAS_CAST,Morris Chestnut,2
The Cave,HAS_GENRE,Thriller,2
The Cave,HAS_GENRE,Horror,2
The Cave,HAS_GENRE,Adventure,2
The Cave,HAS_GENRE,Action,2
The Silence of the Lambs,HAS_CAST,Anthony Hopkins,2
The Silence of the Lambs,HAS_CAST,Jodie Foster,2
The Silence of the Lambs,HAS_GENRE,Thriller,2
The Silence of the Lambs,HAS_GENRE,Drama,2
The Silence of the Lambs,HAS_GENRE,Crime,2
Big,HAS_CAST,Tom Hanks,2
Big,HAS_GENRE,Family,2
Big,HAS_GENRE,Romance,2
Big,HAS_GENRE,Comedy,2
Big,HAS_GENRE,Drama,2
Big,HAS_GENRE,Fantasy,2
The Client,HAS_CAST,Tommy Lee Jones,2
The Client,HAS_CAST,Susan Sarandon,2
The Client,HAS_CAST,Brad Renfro,2
The Client,HAS_GENRE,Mystery,2
The Client,HAS_GENRE,Crime,2
The Client,HAS_GENRE,Thriller,2
The Client,HAS_GENRE,Drama,2
When Harry Met Sally...,HAS_CAST,Carrie Fisher,2
When Harry Met Sally...,HAS_CAST,Meg Ryan,2
When Harry Met Sally...,HAS_CAST,Billy Crystal,2
When Harry Met Sally...,HAS_GENRE,Drama,2
When Harry Met Sally...,HAS_GENRE,Romance,2
When Harry Met Sally...,HAS_GENRE,Comedy,2
Much Ado About Nothing,HAS_CAST,Denzel Washington,2
Much Ado About Nothing,HAS_CAST,Kate Beckinsale,2
Much Ado About Nothing,HAS_CAST,Emma Thompson,2
Much Ado About Nothing,HAS_GENRE,Romance,2
Much Ado About Nothing,HAS_GENRE,Comedy,2
Much Ado About Nothing,HAS_GENRE,Drama,2
Spies Like Us,HAS_CAST,Chevy Chase,2
Spies Like Us,HAS_GENRE,Adventure,2
Spies Like Us,HAS_GENRE,Comedy,2
Capote,HAS_GENRE,Drama,2
Capote,HAS_GENRE,Crime,2
Kung Fu Panda 3,HAS_CAST,Angelina Jolie,2
Kung Fu Panda 3,HAS_CAST,Dustin Hoffman,2
Kung Fu Panda 3,HAS_CAST,Bryan Cranston,2
Kung Fu Panda 3,HAS_CAST,Jack Black,2
Kung Fu Panda 3,HAS_GENRE,Family,2
Kung Fu Panda 3,HAS_GENRE,Comedy,2
Kung Fu Panda 3,HAS_GENRE,Animation,2
Kung Fu Panda 3,HAS_GENRE,Adventure,2
Kung Fu Panda 3,HAS_GENRE,Action,2
World War Z,HAS_CAST,Brad Pitt,2
World War Z,HAS_GENRE,Thriller,2
World War Z,HAS_GENRE,Science Fiction,2
World War Z,HAS_GENRE,Horror,2
World War Z,HAS_GENRE,Drama,2
World War Z,HAS_GENRE,Action,2
Highlander III: The Sorcerer,HAS_GENRE,Romance,0
Highlander III: The Sorcerer,HAS_GENRE,Adventure,2
Highlander III: The Sorcerer,HAS_GENRE,Action,2
Highlander III: The Sorcerer,HAS_GENRE,Fantasy,2
To Catch a Thief,HAS_DIRECTOR,Alfred Hitchcock,2
To Catch a Thief,HAS_CAST,Grace Kelly,2
To Catch a Thief,HAS_CAST,Cary Grant,2
To Catch a Thief,HAS_GENRE,Crime,0
To Catch a Thief,HAS_GENRE,Comedy,0
To Catch a Thief,HAS_GENRE,Romance,2
To Catch a Thief,HAS_GENRE,Thriller,2
To Catch a Thief,HAS_GENRE,Mystery,2
The Dukes of Hazzard,HAS_CAST,Burt Reynolds,2
The Dukes of Hazzard,HAS_CAST,Jessica Simpson,2
The Dukes of Hazzard,HAS_CAST,Johnny Knoxville,2
The Dukes of Hazzard,HAS_GENRE,Action,2
The Dukes of Hazzard,HAS_GENRE,Adventure,2
The Dukes of Hazzard,HAS_GENRE,Comedy,2
The Princess and the Frog,HAS_CAST,Keith David,2
The Princess and the Frog,HAS_GENRE,Animation,2
The Princess and the Frog,HAS_GENRE,Family,2
The Princess and the Frog,HAS_GENRE,Romance,2
Son of Saul,HAS_GENRE,Thriller,2
Son of Saul,HAS_GENRE,Drama,2
Son of Saul,HAS_GENRE,War,2
Sorcerer,HAS_GENRE,Drama,2
Sorcerer,HAS_GENRE,Adventure,2
Sorcerer,HAS_GENRE,Thriller,2
The Notebook,HAS_CAST,Sam Shepard,2
The Notebook,HAS_CAST,Ryan Gosling,2
The Notebook,HAS_CAST,Rachel McAdams,2
The Notebook,HAS_GENRE,Romance,2
The Notebook,HAS_GENRE,War,0
The Notebook,HAS_GENRE,Drama,2
Memento,HAS_DIRECTOR,Christopher Nolan,2
Memento,HAS_CAST,Guy Pearce,2
Memento,HAS_GENRE,Thriller,2
Memento,HAS_GENRE,Mystery,2
Westworld,HAS_GENRE,Western,2
Westworld,HAS_GENRE,Science Fiction,2
Westworld,HAS_GENRE,Adventure,2
The Gingerdead Man,HAS_CAST,Gary Busey,2
The Gingerdead Man,HAS_GENRE,Comedy,2
The Gingerdead Man,HAS_GENRE,Horror,2
The Gingerdead Man,HAS_GENRE,Fantasy,2
The Rookie,HAS_CAST,Dennis Quaid,0
The Rookie,HAS_GENRE,Family,0
The Rookie,HAS_GENRE,Drama,2
Superman Classic,HAS_GENRE,misc,0
101 Dalmatians,HAS_CAST,Jeff Daniels,2
101 Dalmatians,HAS_GENRE,Comedy,2
101 Dalmatians,HAS_GENRE,Family,2
Classified: The Edward Snowden Story,HAS_GENRE,misc,0
Caddyshack II,HAS_CAST,Chevy Chase,2
Caddyshack II,HAS_GENRE,Comedy,2
Benji,HAS_GENRE,Romance,0
Benji,HAS_GENRE,Family,2
Benji,HAS_GENRE,Adventure,0
Apollo 18,HAS_GENRE,Science Fiction,2
Apollo 18,HAS_GENRE,Thriller,2
Apollo 18,HAS_GENRE,Horror,2
The Purge: Election Year,HAS_GENRE,Thriller,2
The Purge: Election Year,HAS_GENRE,Horror,2
The Purge: Election Year,HAS_GENRE,Action,2
Muana Mboka,HAS_GENRE,Animation,2
Lost in Translation,HAS_CAST,Scarlett Johansson,2
Lost in Translation,HAS_CAST,Bill Murray,2
Lost in Translation,HAS_GENRE,Romance,2
Lost in Translation,HAS_GENRE,Drama,2
Star Trek IV: The Voyage Home,HAS_CAST,George Takei,2
Star Trek IV: The Voyage Home,HAS_GENRE,Adventure,2
Star Trek IV: The Voyage Home,HAS_GENRE,Science Fiction,2
Last Action Hero,HAS_CAST,F. Murray Abraham,2
Last Action Hero,HAS_CAST,Arnold Schwarzenegger,2
Last Action Hero,HAS_GENRE,Family,2
Last Action Hero,HAS_GENRE,Comedy,2
Last Action Hero,HAS_GENRE,Action,2
Last Action Hero,HAS_GENRE,Fantasy,2
Last Action Hero,HAS_GENRE,Adventure,2
The Minus Man,HAS_CAST,Brian Cox,2
The Minus Man,HAS_CAST,Owen Wilson,2
The Minus Man,HAS_GENRE,Thriller,2
The Minus Man,HAS_GENRE,Drama,2
"I'm a Cyborg, But That's OK",HAS_CAST,Lim Soo-jung,2
"I'm a Cyborg, But That's OK",HAS_GENRE,Romance,2
"I'm a Cyborg, But That's OK",HAS_GENRE,Comedy,2
"I'm a Cyborg, But That's OK",HAS_GENRE,Drama,2
Imposible,HAS_GENRE,Romance,0
Imposible,HAS_GENRE,Comedy,0
What Dreams May Come,HAS_CAST,Cuba Gooding Jr.,2
What Dreams May Come,HAS_CAST,Robin Williams,2
What Dreams May Come,HAS_GENRE,Romance,2
What Dreams May Come,HAS_GENRE,Fantasy,2
What Dreams May Come,HAS_GENRE,Drama,2
Major League II,HAS_CAST,Charlie Sheen,2
Major League II,HAS_GENRE,Comedy,2
An American Tail: Fievel Goes West,HAS_GENRE,Western,2
An American Tail: Fievel Goes West,HAS_GENRE,Family,2
An American Tail: Fievel Goes West,HAS_GENRE,Animation,2
An American Tail: Fievel Goes West,HAS_GENRE,Adventure,2
The Maltese Falcon,HAS_DIRECTOR,John Huston,2
The Maltese Falcon,HAS_CAST,Peter Lorre,2
The Maltese Falcon,HAS_CAST,Humphrey Bogart,2
The Maltese Falcon,HAS_GENRE,Thriller,2
The Maltese Falcon,HAS_GENRE,Mystery,2
The Maltese Falcon,HAS_GENRE,Drama,0
The Maltese Falcon,HAS_GENRE,Crime,2
In Harm's Way,HAS_CAST,Kirk Douglas,2
In Harm's Way,HAS_CAST,John Wayne,2
In Harm's Way,HAS_GENRE,Drama,2
In Harm's Way,HAS_GENRE,War,2
Death Proof,HAS_WRITER,Quentin Tarantino,2
Death Proof,HAS_DIRECTOR,Quentin Tarantino,2
Death Proof,HAS_CAST,Kurt Russell,2
Death Proof,HAS_GENRE,Thriller,2
Death Proof,HAS_GENRE,Action,2
Darkest Hour,HAS_DIRECTOR,Joe Wright,2
Darkest Hour,HAS_CAST,Ben Mendelsohn,2
Darkest Hour,HAS_CAST,Gary Oldman,2
Darkest Hour,HAS_GENRE,History,2
Darkest Hour,HAS_GENRE,Drama,2
Apartment 143,HAS_GENRE,Thriller,2
Apartment 143,HAS_GENRE,Horror,2
Sideways,HAS_GENRE,Romance,2
Sideways,HAS_GENRE,Drama,2
Sideways,HAS_GENRE,Comedy,2
Risen,HAS_CAST,Joseph Fiennes,2
Risen,HAS_GENRE,Fantasy,2
Risen,HAS_GENRE,Drama,2
Risen,HAS_GENRE,Adventure,2
Risen,HAS_GENRE,Action,2
The Chumscrubber,HAS_GENRE,Drama,2
The Chumscrubber,HAS_GENRE,Comedy,2
The Incredible Shrinking Woman,HAS_CAST,Lily Tomlin,2
The Incredible Shrinking Woman,HAS_GENRE,Science Fiction,2
The Incredible Shrinking Woman,HAS_GENRE,Family,2
The Incredible Shrinking Woman,HAS_GENRE,Comedy,2
Fantastic Beasts and Where to Find Them,HAS_CAST,Colin Farrell,2
Fantastic Beasts and Where to Find Them,HAS_GENRE,Family,0
Fantastic Beasts and Where to Find Them,HAS_GENRE,Adventure,2
Fantastic Beasts and Where to Find Them,HAS_GENRE,Fantasy,2
Divine Secrets of the Ya-Ya Sisterhood,HAS_CAST,Sandra Bullock,2
Divine Secrets of the Ya-Ya Sisterhood,HAS_GENRE,Drama,2
Divine Secrets of the Ya-Ya Sisterhood,HAS_GENRE,Comedy,2
Centurion,HAS_CAST,Michael Fassbender,2
Centurion,HAS_GENRE,Drama,2
Centurion,HAS_GENRE,Action,2
Centurion,HAS_GENRE,Adventure,2
The Long Kiss Goodnight,HAS_GENRE,Thriller,2
The Long Kiss Goodnight,HAS_GENRE,Mystery,2
The Long Kiss Goodnight,HAS_GENRE,Action,2
The Long Kiss Goodnight,HAS_GENRE,Crime,2
The Descent Part 2,HAS_GENRE,Thriller,2
The Descent Part 2,HAS_GENRE,Horror,2
The Descent Part 2,HAS_GENRE,Adventure,2
The Emperor's New Groove,HAS_CAST,John Goodman,2
The Emperor's New Groove,HAS_CAST,David Spade,2
The Emperor's New Groove,HAS_GENRE,Fantasy,2
The Emperor's New Groove,HAS_GENRE,Family,2
The Emperor's New Groove,HAS_GENRE,Comedy,2
The Emperor's New Groove,HAS_GENRE,Animation,2
The Emperor's New Groove,HAS_GENRE,Adventure,2
The Evil Dead,HAS_GENRE,Horror,2
"Splash, Too",HAS_GENRE,TV Movie,2
"Splash, Too",HAS_GENRE,Family,2
"Splash, Too",HAS_GENRE,Comedy,2
"Splash, Too",HAS_GENRE,Romance,2
Jupiter Ascending,HAS_CAST,Sean Bean,2
Jupiter Ascending,HAS_CAST,Mila Kunis,2
Jupiter Ascending,HAS_CAST,Channing Tatum,2
Jupiter Ascending,HAS_GENRE,Action,2
Jupiter Ascending,HAS_GENRE,Fantasy,2
Jupiter Ascending,HAS_GENRE,Science Fiction,2
Wild America,HAS_GENRE,Family,2
Wild America,HAS_GENRE,Comedy,2
Wild America,HAS_GENRE,Adventure,2
Barbershop: The Next Cut,HAS_CAST,Regina Hall,2
Barbershop: The Next Cut,HAS_CAST,Ice Cube,2
